,Unnamed: 0,record_id,session_id,username,sql_id,sql,nl_query,incorrect_parts,open_ended_feedback,error_classification,duration,cur_id,batch_id,GT_sql
73,89,07a16bb0-ccb0-45eb-bbb7-977d49f2ff21,0bc5a8de-6ab2-40c2-bb9b-b7547c9a2542,tianyi,1151,SELECT SUM( home_game.games ) FROM home_game JOIN team ON home_game.team_id = team.team_id_br WHERE team.name = 'Boston Red Stockings' AND home_game.attendance BETWEEN 2000 and 2010,How many games in total did team Boston Red Stockings attend from 2000 to 2010?,WHERE team.name = 'Boston Red Stockings' AND home_game.attendance BETWEEN 2000 and 2010,The Hypothetical query refers to an incorrect column. The column 'home_game.attendance' should be 'home_game.year'.; The Ground truth query refers to an incorrect column. The 'sum(home_game.attendance)' should be 'SUM( home_game.games )' instead.,Refer to incorrect column;  incorrect ground truth ,869.816,25,1,SELECT sum(T1.attendance) FROM home_game AS T1 JOIN team AS T2 ON T1.team_id  =  T2.team_id_br WHERE T2.name  =  'Boston Red Stockings' AND T1.year BETWEEN 2000 AND 2010;
74,126,899e0f64-91f2-4d32-9fd8-8a3a29ce427c,1e6c76df-1de7-479e-881c-a4ee90059d2a,zhengning,1151,SELECT SUM( home_game.games ) FROM home_game JOIN team ON home_game.team_id = team.team_id_br WHERE team.name = 'Boston Red Stockings' AND home_game.attendance BETWEEN 2000 and 2010,How many games in total did team Boston Red Stockings attend from 2000 to 2010?,"SUM( home_game.games ), WHERE team.name = 'Boston Red Stockings' AND home_game.attendance BETWEEN 2000 and 2010","1, misunderstand the keyword ""games"" (I think this case is more of the problem in table's column name)",misunderstand keyword,4959.284,25,1,SELECT sum(T1.attendance) FROM home_game AS T1 JOIN team AS T2 ON T1.team_id  =  T2.team_id_br WHERE T2.name  =  'Boston Red Stockings' AND T1.year BETWEEN 2000 AND 2010;
72,25,a69b28d6-1c76-4961-bead-a3da3bef2a24,4596cb3e-260b-42b6-8a5e-d5b36a5faf20,zhengzhang,1151,SELECT SUM( home_game.games ) FROM home_game JOIN team ON home_game.team_id = team.team_id_br WHERE team.name = 'Boston Red Stockings' AND home_game.attendance BETWEEN 2000 and 2010,How many games in total did team Boston Red Stockings attend from 2000 to 2010?,,"Attribute error: it should return 'sum(games)' rather than 'sum('attendance')'. Besides, it should use 'year' rather than 'attendance' in WHERE conditions.",Refer to incorrect column; ,194.973,25,1,SELECT sum(T1.attendance) FROM home_game AS T1 JOIN team AS T2 ON T1.team_id  =  T2.team_id_br WHERE T2.name  =  'Boston Red Stockings' AND T1.year BETWEEN 2000 AND 2010;
24,24,8fd24b43-e89c-45c4-b06c-82b4a0e511b4,52191fac-0a3c-4fde-93f7-dffd7254a24c,toby,1151,SELECT SUM( home_game.games ) FROM home_game JOIN team ON home_game.team_id = team.team_id_br WHERE team.name = 'Boston Red Stockings' AND home_game.attendance BETWEEN 2000 and 2010,How many games in total did team Boston Red Stockings attend from 2000 to 2010?,WHERE team.name = 'Boston Red Stockings' AND home_game.attendance BETWEEN 2000 and 2010,"**GROUND TRUTH seems incorrect**
failed to understand "" attend from 2000 to 2010"" should use the year column instead of the attendance column",Incorrect ground truth; Misunderstand the NLQ; refer to incorrect column,109.507,25,1,SELECT sum(T1.attendance) FROM home_game AS T1 JOIN team AS T2 ON T1.team_id  =  T2.team_id_br WHERE T2.name  =  'Boston Red Stockings' AND T1.year BETWEEN 2000 AND 2010;
77,127,3be07b24-a9e9-46eb-8602-c72710d82eb2,1e6c76df-1de7-479e-881c-a4ee90059d2a,zhengning,2051,"SELECT physician.name , affiliated_with.department FROM affiliated_with JOIN physician ON affiliated_with.physician = physician.employeeid WHERE affiliated_with.primaryaffiliation = 1",Find the names of all physicians and their primary affiliated departments' names.,affiliated_with.physician = physician.employeeid,"1, should be ""department ID"" not ""physician""",Refer to incorrect column,268.0910001,26,1,"SELECT T1.name ,  T3.name FROM physician AS T1 JOIN affiliated_with AS T2 ON T1.EmployeeID  =  T2.physician JOIN department AS T3 ON T2.department  =  T3.DepartmentID WHERE T2.PrimaryAffiliation  =  1"
76,90,31356e1d-edf2-4984-a80c-e35111ad300b,0bc5a8de-6ab2-40c2-bb9b-b7547c9a2542,tianyi,2051,"SELECT physician.name , affiliated_with.department FROM affiliated_with JOIN physician ON affiliated_with.physician = physician.employeeid WHERE affiliated_with.primaryaffiliation = 1",Find the names of all physicians and their primary affiliated departments' names.,"physician.name , affiliated_with.department","The Hypothetical query refers to an incorrect table and incorrect column. The correct one should be 'department.name' instead of 'affiliated_with.department'.; The Hypothetical query is missing an important condition, which is 'JOIN department ON affiliated_with.department = department.DepartmentID'. ",Miss joining tables; refer to incorrect table and column,410.408,26,1,"SELECT T1.name ,  T3.name FROM physician AS T1 JOIN affiliated_with AS T2 ON T1.EmployeeID  =  T2.physician JOIN department AS T3 ON T2.department  =  T3.DepartmentID WHERE T2.PrimaryAffiliation  =  1"
75,26,8b534ea1-ae61-4a5a-a449-e2e3123731e9,4596cb3e-260b-42b6-8a5e-d5b36a5faf20,zhengzhang,2051,"SELECT physician.name , affiliated_with.department FROM affiliated_with JOIN physician ON affiliated_with.physician = physician.employeeid WHERE affiliated_with.primaryaffiliation = 1",Find the names of all physicians and their primary affiliated departments' names.,,"Inappropriate JOIN table: it has to join table 'department' to get the department name; 
Inappropriate attribute in result: it should return 'department.name' rather than 'departmentID'.",Miss joining tables; refer to incorrect column,223.5120001,26,1,"SELECT T1.name ,  T3.name FROM physician AS T1 JOIN affiliated_with AS T2 ON T1.EmployeeID  =  T2.physician JOIN department AS T3 ON T2.department  =  T3.DepartmentID WHERE T2.PrimaryAffiliation  =  1"
25,25,d838ee77-6018-47e3-8a5d-b0b579c5a30a,52191fac-0a3c-4fde-93f7-dffd7254a24c,toby,2051,"SELECT physician.name , affiliated_with.department FROM affiliated_with JOIN physician ON affiliated_with.physician = physician.employeeid WHERE affiliated_with.primaryaffiliation = 1",Find the names of all physicians and their primary affiliated departments' names.,"physician.name , affiliated_with.department",should return the name of the department instead of the id of the department,Return error; refer to incorrect column,44.40200019,26,1,"SELECT T1.name ,  T3.name FROM physician AS T1 JOIN affiliated_with AS T2 ON T1.EmployeeID  =  T2.physician JOIN department AS T3 ON T2.department  =  T3.DepartmentID WHERE T2.PrimaryAffiliation  =  1"
78,27,a131c2c9-e643-434c-bc9b-ac4f839f52a0,4596cb3e-260b-42b6-8a5e-d5b36a5faf20,zhengzhang,1880,"SELECT accounts.name , savings.balance FROM accounts JOIN savings ON accounts.custid = savings.custid JOIN accounts ON accounts.custid = savings.custid WHERE savings.balance<savings.balance GROUP BY accounts.name",Find the name and total checking and savings balance of the accounts whose savings balance is lower than corresponding checking balance.,,Inappropriate returned attribute: It should return 'the sum of checking and savings balance' rather than only 'savings balance'.,Miss column,179.536,27,1,"SELECT T1.name ,  T3.balance + T2.balance FROM accounts AS T1 JOIN checking AS T2 ON T1.custid  =  T2.custid JOIN savings AS T3 ON T1.custid  =  T3.custid WHERE T3.balance  <  T2.balance"
79,91,0b38de8e-0dcb-4772-ae64-7ce59da70f69,0bc5a8de-6ab2-40c2-bb9b-b7547c9a2542,tianyi,1880,"SELECT accounts.name , savings.balance FROM accounts JOIN savings ON accounts.custid = savings.custid JOIN accounts ON accounts.custid = savings.custid WHERE savings.balance<savings.balance GROUP BY accounts.name",Find the name and total checking and savings balance of the accounts whose savings balance is lower than corresponding checking balance.,"WHERE savings.balance<savings.balance , accounts.name , savings.balance, GROUP BY, accounts.name, accounts, accounts.custid = savings.custid","A column is missing. The Natural language query is asking for 'the total checking and savings balance', the 'savings.balance' should be 'checking.balance + savings.balance'.; The table 'checking' is referred twice. The 'JOIN accounts ON accounts.custid = savings.custid WHERE savings.balance<savings.balance' should be 'JOIN checking ON accounts.custid = checking.custid WHERE savings.balance < checking.balance'.; The 'GROUP BY accounts.name' is additional. ",Miss column; refer to redundant table; additional sorting; refer to additional column,1052.545,27,1,"SELECT T1.name ,  T3.balance + T2.balance FROM accounts AS T1 JOIN checking AS T2 ON T1.custid  =  T2.custid JOIN savings AS T3 ON T1.custid  =  T3.custid WHERE T3.balance  <  T2.balance"
80,128,8e5b2ddc-c6cc-4e17-9209-f3a5710dfe13,1e6c76df-1de7-479e-881c-a4ee90059d2a,zhengning,1880,"SELECT accounts.name , savings.balance FROM accounts JOIN savings ON accounts.custid = savings.custid JOIN accounts ON accounts.custid = savings.custid WHERE savings.balance<savings.balance GROUP BY accounts.name",Find the name and total checking and savings balance of the accounts whose savings balance is lower than corresponding checking balance.,"accounts.name , savings.balance, WHERE savings.balance<savings.balance , GROUP BY, accounts.name","1, miss one keyword: ""checking"";
2, misunderstand the keyword: comparative target error;",Miss keyword; misunderstand keyword,400.122,27,1,"SELECT T1.name ,  T3.balance + T2.balance FROM accounts AS T1 JOIN checking AS T2 ON T1.custid  =  T2.custid JOIN savings AS T3 ON T1.custid  =  T3.custid WHERE T3.balance  <  T2.balance"
26,26,ca57caac-9b04-4b0d-afcf-2f8ed38bb0fb,52191fac-0a3c-4fde-93f7-dffd7254a24c,toby,1880,"SELECT accounts.name , savings.balance FROM accounts JOIN savings ON accounts.custid = savings.custid JOIN accounts ON accounts.custid = savings.custid WHERE savings.balance<savings.balance GROUP BY accounts.name",Find the name and total checking and savings balance of the accounts whose savings balance is lower than corresponding checking balance.,"WHERE savings.balance<savings.balance , accounts.name , savings.balance","1. failed to understand ""total balance"" should be savings balance  + checking balance
2. error in comparison -- saving balance in lower than checking balance",Misunderstand the NLQ; error in comparison ,100.5340002,27,1,"SELECT T1.name ,  T3.balance + T2.balance FROM accounts AS T1 JOIN checking AS T2 ON T1.custid  =  T2.custid JOIN savings AS T3 ON T1.custid  =  T3.custid WHERE T3.balance  <  T2.balance"
81,28,c849ef1c-eec1-4c54-acda-84941aba33b6,4596cb3e-260b-42b6-8a5e-d5b36a5faf20,zhengzhang,2069,SELECT AVG( procedures.cost ) FROM procedures JOIN trained_in ON procedures.code = trained_in.treatment JOIN procedures ON procedures.code = trained_in.physician WHERE physician.name = 'John Wen',What is the average cost of procedures that physician John Wen was trained in?,,"JOIN by a wrong table: For the second join, the table to be used should be 'physician' rather than 'procedures'. ",incorrect join tables,205.526,28,1,"SELECT avg(T3.cost) FROM physician AS T1 JOIN trained_in AS T2 ON T1.employeeid  =  T2.physician JOIN procedures AS T3 ON T3.code  =  T2.treatment WHERE T1.name  =  ""John Wen"""
82,92,20f571c9-4f4f-4ad0-a9a4-03b947c00151,0bc5a8de-6ab2-40c2-bb9b-b7547c9a2542,tianyi,2069,SELECT AVG( procedures.cost ) FROM procedures JOIN trained_in ON procedures.code = trained_in.treatment JOIN procedures ON procedures.code = trained_in.physician WHERE physician.name = 'John Wen',What is the average cost of procedures that physician John Wen was trained in?,procedures.code = trained_in.physician,The Hypothetical query refers to an incorrect table and column. The 'procedures.code = trained_in.physician' should be 'physician.employeeid = trained_in.physician'.,Refer to incorrect table and column,413.0110002,28,1,"SELECT avg(T3.cost) FROM physician AS T1 JOIN trained_in AS T2 ON T1.employeeid  =  T2.physician JOIN procedures AS T3 ON T3.code  =  T2.treatment WHERE T1.name  =  ""John Wen"""
83,129,31aa88af-c369-40d8-a89a-b26b2db336dd,1e6c76df-1de7-479e-881c-a4ee90059d2a,zhengning,2069,SELECT AVG( procedures.cost ) FROM procedures JOIN trained_in ON procedures.code = trained_in.treatment JOIN procedures ON procedures.code = trained_in.physician WHERE physician.name = 'John Wen',What is the average cost of procedures that physician John Wen was trained in?,"AVG( procedures.cost ), procedures",1. choose a wrong table,Refer to incorrect table,427.9030001,28,1,"SELECT avg(T3.cost) FROM physician AS T1 JOIN trained_in AS T2 ON T1.employeeid  =  T2.physician JOIN procedures AS T3 ON T3.code  =  T2.treatment WHERE T1.name  =  ""John Wen"""
27,27,a5892bd3-b90d-46f7-aa41-3acf49ae70fd,52191fac-0a3c-4fde-93f7-dffd7254a24c,toby,2069,SELECT AVG( procedures.cost ) FROM procedures JOIN trained_in ON procedures.code = trained_in.treatment JOIN procedures ON procedures.code = trained_in.physician WHERE physician.name = 'John Wen',What is the average cost of procedures that physician John Wen was trained in?,"procedures.code = trained_in.treatment, procedures.code = trained_in.physician",should join on procedures.code = trained_in.treatment instead of physician,Join incorrect tables,184.5710001,28,1,"SELECT avg(T3.cost) FROM physician AS T1 JOIN trained_in AS T2 ON T1.employeeid  =  T2.physician JOIN procedures AS T3 ON T3.code  =  T2.treatment WHERE T1.name  =  ""John Wen"""
28,28,62ad9e69-ec3f-441a-bc44-6fad216a6cd5,52191fac-0a3c-4fde-93f7-dffd7254a24c,toby,2367,"SELECT stadium.name FROM concert, stadium WHERE stadium.stadium_id = (SELECT stadium.name FROM concert JOIN stadium ON concert.stadium_id = stadium.stadium_id WHERE concert.year = 2014 AND concert.year = 2014)",Show names for all stadiums except for stadiums having a concert in year 2014.,WHERE stadium.stadium_id = (SELECT stadium.name FROM concert JOIN stadium ON concert.stadium_id = stadium.stadium_id WHERE concert.year = 2014 AND concert.year = 2014),"1. redundant concert.year=2014
2. error in comparing stadium_id with stadium.name for equality",Additional condition; error in comparison ,78.83599997,29,1,SELECT name FROM stadium EXCEPT SELECT T2.name FROM concert AS T1 JOIN stadium AS T2 ON T1.stadium_id  =  T2.stadium_id WHERE T1.year  =  2014
84,29,99598e61-e6dd-416d-8677-146dd68ae857,4596cb3e-260b-42b6-8a5e-d5b36a5faf20,zhengzhang,2367,"SELECT stadium.name FROM concert, stadium WHERE stadium.stadium_id = (SELECT stadium.name FROM concert JOIN stadium ON concert.stadium_id = stadium.stadium_id WHERE concert.year = 2014 AND concert.year = 2014)",Show names for all stadiums except for stadiums having a concert in year 2014.,,Inappropriate JOIN attribute: the SELECT attribute in the sub-clause should be 'concert.stadium_id'.,inappropriate use of syntax,338.0849998,29,1,SELECT name FROM stadium EXCEPT SELECT T2.name FROM concert AS T1 JOIN stadium AS T2 ON T1.stadium_id  =  T2.stadium_id WHERE T1.year  =  2014
85,93,fe2eab01-3b24-4fd8-bbc5-f1e3419620b8,0bc5a8de-6ab2-40c2-bb9b-b7547c9a2542,tianyi,2367,"SELECT stadium.name FROM concert, stadium WHERE stadium.stadium_id = (SELECT stadium.name FROM concert JOIN stadium ON concert.stadium_id = stadium.stadium_id WHERE concert.year = 2014 AND concert.year = 2014)",Show names for all stadiums except for stadiums having a concert in year 2014.,WHERE stadium.stadium_id = (SELECT stadium.name FROM concert JOIN stadium ON concert.stadium_id = stadium.stadium_id WHERE concert.year = 2014 AND concert.year = 2014),Misunderstanding the Natural language query. The phrase 'WHERE stadium.stadium_id = (SELECT stadium.name FROM concert JOIN stadium ON concert.stadium_id = stadium.stadium_id WHERE concert.year = 2014 AND concert.year = 2014)' should be 'EXCEPT SELECT T2.name FROM concert AS T1 JOIN stadium AS T2 ON T1.stadium_id = T2.stadium_id WHERE T1.year = 2014'.,Inappropriate use of syntax; misunderstand the NLQ; ground truth incorrect; refer to incorrect column,257.0670002,29,1,SELECT name FROM stadium EXCEPT SELECT T2.name FROM concert AS T1 JOIN stadium AS T2 ON T1.stadium_id  =  T2.stadium_id WHERE T1.year  =  2014
86,130,dfa640c1-ff03-433d-bda7-6e4c9e2fafdb,1e6c76df-1de7-479e-881c-a4ee90059d2a,zhengning,2367,"SELECT stadium.name FROM concert, stadium WHERE stadium.stadium_id = (SELECT stadium.name FROM concert JOIN stadium ON concert.stadium_id = stadium.stadium_id WHERE concert.year = 2014 AND concert.year = 2014)",Show names for all stadiums except for stadiums having a concert in year 2014.,WHERE stadium.stadium_id = (SELECT stadium.name FROM concert JOIN stadium ON concert.stadium_id = stadium.stadium_id WHERE concert.year = 2014 AND concert.year = 2014),"1. miss the keyword ""except""",Miss syntax ,184.823,29,1,SELECT name FROM stadium EXCEPT SELECT T2.name FROM concert AS T1 JOIN stadium AS T2 ON T1.stadium_id  =  T2.stadium_id WHERE T1.year  =  2014
87,30,6504ca10-9372-4342-97f6-f52c94a5e829,4596cb3e-260b-42b6-8a5e-d5b36a5faf20,zhengzhang,2312,"SELECT addresses.town_city , addresses.state_province_county FROM addresses",Find the name of all the cities and states.,,Inappropriate returned attributes: it should return the union of the name of cities and states rather than the separated columns.,inappropriate use of syntax; ,90.36299992,30,1,SELECT town_city FROM addresses UNION SELECT state_province_county FROM addresses
88,94,57638f44-56a1-45f2-b74c-5b1826f03f22,0bc5a8de-6ab2-40c2-bb9b-b7547c9a2542,tianyi,2312,"SELECT addresses.town_city , addresses.state_province_county FROM addresses",Find the name of all the cities and states.,"addresses.town_city , addresses.state_province_county","Incorrect syntax use in Hypothetical query. The 'SELECT addresses.town_city, addresses.state_province_county' should be 'SELECT town_city UNION SELECT state_province_county'. ",Inappropriate use of syntax; ,290.5379999,30,1,SELECT town_city FROM addresses UNION SELECT state_province_county FROM addresses
89,131,a173f00b-8a93-463c-ad40-bdb60dbe9f68,1e6c76df-1de7-479e-881c-a4ee90059d2a,zhengning,2312,"SELECT addresses.town_city , addresses.state_province_county FROM addresses",Find the name of all the cities and states.,"addresses.town_city , addresses.state_province_county","1, omit the keyword",Miss syntax; ,1500.364,30,1,SELECT town_city FROM addresses UNION SELECT state_province_county FROM addresses
29,29,43be4909-6f28-4d72-a62b-d0d894941bd5,52191fac-0a3c-4fde-93f7-dffd7254a24c,toby,2312,"SELECT addresses.town_city , addresses.state_province_county FROM addresses",Find the name of all the cities and states.,,seems right to me,Correct,50.93099999,30,1,SELECT town_city FROM addresses UNION SELECT state_province_county FROM addresses
90,31,8291fabe-658a-436c-ac96-e1608861b0d9,4596cb3e-260b-42b6-8a5e-d5b36a5faf20,zhengzhang,361,SELECT COUNT( * ) FROM person WHERE person.gender = 'females',How many females does this network has?,,Value error: it should be 'female' rather than 'females'.,value error,305.5180001,31,1,SELECT count(*) FROM Person WHERE gender  =  'female'
91,95,76ee6264-b568-403b-b4b4-9563659b4bcf,0bc5a8de-6ab2-40c2-bb9b-b7547c9a2542,tianyi,361,SELECT COUNT( * ) FROM person WHERE person.gender = 'females',How many females does this network has?,WHERE person.gender = 'females',The value of column 'gender' is incorrectly represented in the Hypothetical query. The value 'females' should be 'female'.,value error; mistake ,142.9320002,31,1,SELECT count(*) FROM Person WHERE gender  =  'female'
92,132,85049389-9452-4463-b1d3-237f26301b69,1e6c76df-1de7-479e-881c-a4ee90059d2a,zhengning,361,SELECT COUNT( * ) FROM person WHERE person.gender = 'females',How many females does this network has?,WHERE person.gender = 'females',1， value tense error,value error,36.56599998,31,1,SELECT count(*) FROM Person WHERE gender  =  'female'
30,30,f63e4e07-5190-458c-a24d-245dfc1be002,52191fac-0a3c-4fde-93f7-dffd7254a24c,toby,361,SELECT COUNT( * ) FROM person WHERE person.gender = 'females',How many females does this network has?,,"should compare with the string ""female"" instead of ""females""",Value error ,19.01100016,31,1,SELECT count(*) FROM Person WHERE gender  =  'female'
95,133,761a0106-43a7-4144-ae2b-2381fcdffa00,1e6c76df-1de7-479e-881c-a4ee90059d2a,zhengning,2037,SELECT SUM( salary.salary ) FROM salary WHERE salary.year = 2010 AND salary.year = 2001,What were all the salary values of players in 2010 and 2001?,SUM( salary.salary ),"1, misunderstand the meaning of the keyword: ""all""",misunderstand keyword,113.661,32,1,SELECT salary FROM salary WHERE YEAR  =  2010 UNION SELECT salary FROM salary WHERE YEAR  =  2001
94,96,58691975-3fa0-40d6-93ea-7678c861e9bb,0bc5a8de-6ab2-40c2-bb9b-b7547c9a2542,tianyi,2037,SELECT SUM( salary.salary ) FROM salary WHERE salary.year = 2010 AND salary.year = 2001,What were all the salary values of players in 2010 and 2001?,WHERE salary.year = 2010 AND salary.year = 2001,Incorrect use of syntax in the Hypothetical query. 'AND' should be 'UNION SELECT'.,Inappropriate use of syntax; ,209.1010001,32,1,SELECT salary FROM salary WHERE YEAR  =  2010 UNION SELECT salary FROM salary WHERE YEAR  =  2001
93,32,a4f275d2-b4de-4c6c-acaf-bf0e5719babf,4596cb3e-260b-42b6-8a5e-d5b36a5faf20,zhengzhang,2037,SELECT SUM( salary.salary ) FROM salary WHERE salary.year = 2010 AND salary.year = 2001,What were all the salary values of players in 2010 and 2001?,,Inappropriate returned attribute: it should return all the applicable salary values rather than the sum of salaries.,Return error; Inappropriate use of syntax; ,153.723,32,1,SELECT salary FROM salary WHERE YEAR  =  2010 UNION SELECT salary FROM salary WHERE YEAR  =  2001
31,31,1fc09a29-09a0-4c6e-af7e-c98175d4c72c,52191fac-0a3c-4fde-93f7-dffd7254a24c,toby,2037,SELECT SUM( salary.salary ) FROM salary WHERE salary.year = 2010 AND salary.year = 2001,What were all the salary values of players in 2010 and 2001?,"SUM( salary.salary ), WHERE salary.year = 2010 AND salary.year = 2001","1. should return *all* the salary values instead of the sum of all the salary
2. error in understanding boolean relation: when say ""...players in 2010 and 2001"", should actually use OR in the relation",Return error; misunderstand the NLQ; inappropriate use of syntax,68.97900009,32,1,SELECT salary FROM salary WHERE YEAR  =  2010 UNION SELECT salary FROM salary WHERE YEAR  =  2001
98,134,f98ff098-ad57-4c19-9faa-ac7384dd7ccf,1e6c76df-1de7-479e-881c-a4ee90059d2a,zhengning,1841,"SELECT player.player_name , player.birthday FROM player JOIN player_attributes ON player.player_api_id = player_attributes.player_api_id ORDER BY player_attributes.potential DESC LIMIT 5",List the names and birthdays of the top five players in terms of potential.,"player.player_name , player.birthday","1, common sense error: normally names should be dictinctive",Inappropriate use of syntax; ,119.3210001,33,1,"SELECT DISTINCT T1.player_name ,  T1.birthday FROM Player AS T1 JOIN Player_Attributes AS T2 ON T1.player_api_id  =  T2.player_api_id ORDER BY potential DESC LIMIT 5"
97,97,9e1a88c0-8fd5-4299-816e-653043e901ea,0bc5a8de-6ab2-40c2-bb9b-b7547c9a2542,tianyi,1841,"SELECT player.player_name , player.birthday FROM player JOIN player_attributes ON player.player_api_id = player_attributes.player_api_id ORDER BY player_attributes.potential DESC LIMIT 5",List the names and birthdays of the top five players in terms of potential.,SELECT,Incorrect use of syntax in the Hypothetical query. The 'SELECT' should be 'SELECT DISTINCT'.,Inappropriate use of syntax; ,236.9029999,33,1,"SELECT DISTINCT T1.player_name ,  T1.birthday FROM Player AS T1 JOIN Player_Attributes AS T2 ON T1.player_api_id  =  T2.player_api_id ORDER BY potential DESC LIMIT 5"
96,33,28246815-64cf-4d3d-92e1-344496df1e5f,4596cb3e-260b-42b6-8a5e-d5b36a5faf20,zhengzhang,1841,"SELECT player.player_name , player.birthday FROM player JOIN player_attributes ON player.player_api_id = player_attributes.player_api_id ORDER BY player_attributes.potential DESC LIMIT 5",List the names and birthdays of the top five players in terms of potential.,,Miss DISTINCT keyword: DISTINCT is needed for the returned values.,Miss syntax; ,160.747,33,1,"SELECT DISTINCT T1.player_name ,  T1.birthday FROM Player AS T1 JOIN Player_Attributes AS T2 ON T1.player_api_id  =  T2.player_api_id ORDER BY potential DESC LIMIT 5"
32,32,c65560b8-13db-4202-93f3-ef7c1e81db65,52191fac-0a3c-4fde-93f7-dffd7254a24c,toby,1841,"SELECT player.player_name , player.birthday FROM player JOIN player_attributes ON player.player_api_id = player_attributes.player_api_id ORDER BY player_attributes.potential DESC LIMIT 5",List the names and birthdays of the top five players in terms of potential.,,this one seems tricky to me -- the fact that there are duplicate players in player_attributes doesn't seem obvious to me until looking at the data content.,Ambiguity ,114.1469998,33,1,"SELECT DISTINCT T1.player_name ,  T1.birthday FROM Player AS T1 JOIN Player_Attributes AS T2 ON T1.player_api_id  =  T2.player_api_id ORDER BY potential DESC LIMIT 5"
101,135,88ce2221-69dd-489c-bc82-295fdf9cb06a,1e6c76df-1de7-479e-881c-a4ee90059d2a,zhengning,2078,SELECT procedures.name FROM trained_in JOIN physician ON trained_in.physician = physician.employeeid WHERE procedures.cost<5000 AND physician.name = 'John Wen' AND procedures.cost<5000,What procedures cost less than 5000 and have John Wen as a trained physician?,procedures.name,"1, column name case error",Refer to incorrect column,109.675,34,1,"SELECT name FROM procedures WHERE cost  <  5000 INTERSECT SELECT T3.name FROM physician AS T1 JOIN trained_in AS T2 ON T1.employeeid  =  T2.physician JOIN procedures AS T3 ON T3.code  =  T2.treatment WHERE T1.name  =  ""John Wen"""
100,113,d3c8d565-a94c-4907-bbed-f872679e963e,a13af28a-4b2a-4774-9d9a-740cbce15715,tianyi,2078,SELECT procedures.name FROM trained_in JOIN physician ON trained_in.physician = physician.employeeid WHERE procedures.cost<5000 AND physician.name = 'John Wen' AND procedures.cost<5000,What procedures cost less than 5000 and have John Wen as a trained physician?,"trained_in, WHERE procedures.cost<5000 AND physician.name = 'John Wen' AND procedures.cost<5000",An incorrect table is referred to in the Hypothetical query. The 'SELECT procedures.name FROM trained_in' should be 'SELECT procedures.name FROM procedures'.; The important condition 'procedures.code = trained_in.treatment' is missing in the Hypothetical query.; The 'procedures.cost<5000' is stated twice.,Refer to incorrect table; Miss joining tables; refer to redundant column,51.26799989,34,1,"SELECT name FROM procedures WHERE cost  <  5000 INTERSECT SELECT T3.name FROM physician AS T1 JOIN trained_in AS T2 ON T1.employeeid  =  T2.physician JOIN procedures AS T3 ON T3.code  =  T2.treatment WHERE T1.name  =  ""John Wen"""
99,35,c7b1a476-3867-438c-b50b-65a5abfbb0d1,4596cb3e-260b-42b6-8a5e-d5b36a5faf20,zhengzhang,2078,SELECT procedures.name FROM trained_in JOIN physician ON trained_in.physician = physician.employeeid WHERE procedures.cost<5000 AND physician.name = 'John Wen' AND procedures.cost<5000,What procedures cost less than 5000 and have John Wen as a trained physician?,,Miss the table 'procedures': hypothesis does not join the table 'procedures' although it uses its attribute.,Miss table,684.8670001,34,1,"SELECT name FROM procedures WHERE cost  <  5000 INTERSECT SELECT T3.name FROM physician AS T1 JOIN trained_in AS T2 ON T1.employeeid  =  T2.physician JOIN procedures AS T3 ON T3.code  =  T2.treatment WHERE T1.name  =  ""John Wen"""
33,33,64ecb5a1-2800-46f4-9567-6f3e3fc97df6,52191fac-0a3c-4fde-93f7-dffd7254a24c,toby,2078,SELECT procedures.name FROM trained_in JOIN physician ON trained_in.physician = physician.employeeid WHERE procedures.cost<5000 AND physician.name = 'John Wen' AND procedures.cost<5000,What procedures cost less than 5000 and have John Wen as a trained physician?,"FROM, trained_in, JOIN, physician",the table that contains the column of interest (name) is not included in the query,Additional table and column;,71.44900012,34,1,"SELECT name FROM procedures WHERE cost  <  5000 INTERSECT SELECT T3.name FROM physician AS T1 JOIN trained_in AS T2 ON T1.employeeid  =  T2.physician JOIN procedures AS T3 ON T3.code  =  T2.treatment WHERE T1.name  =  ""John Wen"""
103,99,32a90d72-5d3a-41fd-ab1e-46754a8fca91,0bc5a8de-6ab2-40c2-bb9b-b7547c9a2542,tianyi,2151,"SELECT project_staff.project_id , COUNT( * ) FROM project_staff GROUP BY project_staff.project_id",How many staff does each project has? List the project id and the number in an ascending order.,,The Hypothetical query is missing important information 'JOIN Projects ON Project_Staff.project_id = Projects.project_id' and 'ORDER BY count(*) ASC'.,Miss sorting; Miss joining tables ,265.4619999,35,1,"SELECT T1.project_id ,  count(*) FROM Project_Staff AS T1 JOIN Projects AS T2 ON T1.project_id  =  T2.project_id GROUP BY T1.project_id ORDER BY count(*) ASC"
102,37,2cfbae66-a5e8-4fcc-a511-e03458b2b904,4596cb3e-260b-42b6-8a5e-d5b36a5faf20,zhengzhang,2151,"SELECT project_staff.project_id , COUNT( * ) FROM project_staff GROUP BY project_staff.project_id",How many staff does each project has? List the project id and the number in an ascending order.,,"Miss the ORDER clause: hypothesis does not consider ""order projects in an ascending order by the number of staff"".",Miss sorting; ,424.698,35,1,"SELECT T1.project_id ,  count(*) FROM Project_Staff AS T1 JOIN Projects AS T2 ON T1.project_id  =  T2.project_id GROUP BY T1.project_id ORDER BY count(*) ASC"
